1.0 0.0 0.52542 -0.0339 0.94915 0.08475 0.52542 -0.16949 0.30508 -0.01695 0.50847 -0.13559 0.64407 0.28814 0.83051 -0.35593 0.54237 0.01695 0.55932 0.0339 0.59322 0.30508 0.86441 0.05085 0.40678 0.15254 0.67287 -0.00266 0.66102 -0.0339 0.83051 -0.15254 0.76271 -0.10169 g 
1.0 0.0 1.0 -0.08714 1.0 -0.17263 0.86635 -0.81779 0.94817 0.61053 0.95473 -0.41382 0.88486 -0.31736 0.87937 -0.23433 0.81051 -0.6218 0.12245 -1.0 0.90284 0.11053 0.62357 -0.78547 0.55389 -0.82868 0.48136 -0.86583 0.4065 -0.89674 0.32984 -0.92128 -0.13341 -1.0 g 
1.0 0.0 0.32789 0.11042 0.1597 0.29308 0.1402 0.74485 -0.25131 0.91993 -0.16503 0.26664 -0.63714 0.24865 -0.9765 -0.00337 -0.23227 -0.19909 -0.30522 -0.48886 -0.14426 -0.89991 0.09345 -0.28916 0.28307 -0.1856 0.39599 -0.11498 0.31005 0.05614 0.21443 0.2054 0.13376 0.26422 g 
1.0 0.0 1.0 -0.14236 1.0 -0.16256 1.0 -0.23656 1.0 -0.07514 1.0 -0.2501 1.0 -0.26161 1.0 -0.21975 1.0 -0.38606 1.0 -0.46162 1.0 -0.35519 1.0 -0.59661 1.0 -0.47643 0.9882 -0.49687 1.0 -0.7582 1.0 -0.75761 1.0 -0.84437 g 
1.0 0.0 0.84134 -0.18362 0.43644 0.02919 0.93421 -0.00267 0.87947 0.13795 0.81121 -0.01789 0.88559 0.54991 0.91714 -0.57486 0.75 -0.2952 0.86676 -0.20104 1.0 1.0 0.4661 -0.1629 0.90066 -0.02778 0.93358 -0.01158 0.61582 -0.32298 0.84463 -0.25706 0.93323 -0.01425 g 
1.0 0.0 1.0 0.63548 1.0 1.0 0.77123 1.0 -0.33333 1.0 -1.0 1.0 0.0 1.0 -1.0 1.0 -1.0 0.0 -1.0 -0.66667 -1.0 -0.92536 -1.0 -0.33333 -0.33333 -1.0 0.19235 -1.0 1.0 -1.0 0.0 -1.0 1.0 -0.66667 g 
1.0 0.0 0.4709 0.22751 0.42328 0.33598 0.25661 0.47619 0.01852 0.49471 -0.02116 0.53968 -0.34127 0.31217 -0.4127 0.3254 -0.51587 0.06878 -0.5 -0.1164 -0.14815 -0.1455 -0.14815 -0.38095 -0.2328 0.00265 0.03574 -0.31739 0.15873 -0.21693 0.24868 -0.24339 0.2672 0.04233 g 
1.0 0.0 0.19466 0.05725 0.04198 0.25191 -0.10557 0.48866 -0.18321 -0.18321 -0.41985 0.06107 -0.4542 0.0916 -0.16412 -0.30534 -0.10305 -0.39695 0.18702 -0.17557 0.34012 -0.11953 0.28626 -0.16031 0.21645 0.24692 0.03913 0.31092 -0.03817 0.26336 -0.16794 0.16794 -0.30153 -0.33588 g 
1.0 0.0 0.21429 -0.09524 0.33333 0.07143 0.19048 0.19048 0.2381 0.09524 0.40476 0.02381 0.30952 -0.04762 0.30952 -0.04762 0.28571 -0.11905 0.33333 0.04762 0.30952 0.0 0.21429 -0.11905 0.35714 -0.04762 0.22109 -0.0229 0.19048 0.0 0.16997 -0.02034 0.14694 -0.01877 g 
1.0 0.0 1.0 0.45455 1.0 0.54545 0.81818 0.63636 1.0 -0.09091 1.0 0.0 0.81818 -0.45455 0.63636 0.27273 1.0 -0.63636 1.0 -0.27273 0.90909 -0.45455 1.0 0.0775 1.0 -0.09091 1.0 0.08867 1.0 0.36364 1.0 0.63636 0.72727 0.27273 g 
