0.0,21.5,6.0,2.0,6.0,4.0,2.5,1.0,1.0,3.0,0.0,2.0,80.0,919.0,1
0.0,26.92,13.5,2.0,11.0,8.0,5.0,1.0,1.0,2.0,0.0,2.0,0.0,5001.0,1
0.0,22.42,5.665,2.0,11.0,4.0,2.585,1.0,1.0,7.0,0.0,2.0,129.0,3258.0,1
1.0,27.67,13.75,2.0,9.0,4.0,5.75,1.0,0.0,0.0,1.0,2.0,487.0,501.0,1
1.0,51.33,10.0,2.0,3.0,5.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,1250.0,1
0.0,58.33,10.0,2.0,11.0,4.0,4.0,1.0,1.0,14.0,0.0,2.0,0.0,1603.0,1
1.0,47.67,2.5,2.0,7.0,5.0,2.5,1.0,1.0,12.0,1.0,2.0,410.0,2511.0,1
1.0,47.67,0.29,2.0,8.0,5.0,15.0,1.0,1.0,20.0,0.0,2.0,0.0,15001.0,1
1.0,57.42,8.5,2.0,10.0,8.0,7.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1
1.0,52.5,6.5,2.0,4.0,4.0,6.29,1.0,1.0,15.0,0.0,2.0,0.0,11203.0,1
1.0,49.5,7.585,2.0,3.0,5.0,7.585,1.0,1.0,15.0,1.0,2.0,0.0,5001.0,1
0.0,23.42,0.79,1.0,11.0,4.0,1.5,1.0,1.0,2.0,1.0,2.0,80.0,401.0,1
1.0,36.67,3.25,2.0,11.0,8.0,9.0,1.0,0.0,0.0,1.0,2.0,102.0,640.0,1
1.0,48.25,25.085,2.0,9.0,4.0,1.75,1.0,1.0,3.0,0.0,2.0,120.0,15.0,1
1.0,39.0,5.0,2.0,13.0,4.0,3.5,1.0,1.0,10.0,1.0,2.0,0.0,1.0,1
1.0,42.5,4.915,1.0,9.0,4.0,3.165,1.0,0.0,0.0,1.0,2.0,52.0,1443.0,1
0.0,46.0,4.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0,961.0,1
1.0,48.08,6.04,2.0,4.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,0.0,2691.0,1
1.0,41.92,0.42,2.0,8.0,8.0,0.21,1.0,1.0,6.0,0.0,2.0,220.0,949.0,1
0.0,31.25,3.75,2.0,13.0,8.0,0.625,1.0,1.0,9.0,1.0,2.0,181.0,1.0,1
0.0,32.33,0.54,2.0,13.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,440.0,11178.0,1
0.0,33.08,4.625,2.0,11.0,8.0,1.625,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1
1.0,33.17,3.165,1.0,14.0,4.0,3.165,1.0,1.0,3.0,1.0,2.0,380.0,1.0,1
0.0,35.75,0.915,2.0,6.0,4.0,0.75,1.0,1.0,4.0,0.0,2.0,0.0,1584.0,1
1.0,39.17,1.625,2.0,8.0,4.0,1.5,1.0,1.0,10.0,0.0,2.0,186.0,4701.0,1
1.0,42.08,1.04,2.0,9.0,4.0,5.0,1.0,1.0,6.0,1.0,2.0,500.0,10001.0,1
1.0,18.08,6.75,1.0,7.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,140.0,1.0,0
0.0,27.33,1.665,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,340.0,2.0,0
0.0,19.58,0.665,1.0,8.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,2000.0,3.0,0
0.0,27.58,3.0,2.0,7.0,4.0,2.79,0.0,1.0,1.0,1.0,2.0,280.0,11.0,0
1.0,43.25,25.21,2.0,11.0,8.0,0.21,1.0,1.0,1.0,0.0,2.0,760.0,91.0,0
0.0,20.42,10.5,1.0,14.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,154.0,33.0,0
1.0,16.33,2.75,2.0,6.0,4.0,0.665,0.0,1.0,1.0,0.0,2.0,80.0,22.0,0
1.0,20.0,11.045,2.0,8.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,136.0,1.0,0
0.0,38.58,5.0,2.0,13.0,4.0,13.5,1.0,0.0,0.0,1.0,2.0,980.0,1.0,0
1.0,37.75,7.0,2.0,11.0,8.0,11.5,1.0,1.0,7.0,1.0,2.0,300.0,6.0,0
0.0,22.5,11.0,1.0,11.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,268.0,1.0,0
0.0,55.75,7.08,2.0,4.0,8.0,6.75,1.0,1.0,3.0,1.0,2.0,100.0,51.0,0
1.0,43.17,5.0,2.0,3.0,5.0,2.25,0.0,0.0,0.0,1.0,2.0,141.0,1.0,0
0.0,17.67,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,1.0,0
1.0,41.58,1.75,2.0,4.0,4.0,0.21,1.0,0.0,0.0,0.0,2.0,160.0,1.0,0
1.0,32.33,3.5,2.0,4.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,232.0,1.0,0
1.0,43.17,2.25,2.0,3.0,5.0,0.75,1.0,0.0,0.0,0.0,2.0,560.0,1.0,0
1.0,25.83,12.835,2.0,13.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0
1.0,22.0,7.835,1.0,3.0,5.0,0.165,0.0,0.0,0.0,1.0,2.0,184.0,1.0,0
1.0,31.57,4.0,1.0,3.0,4.0,0.085,0.0,0.0,0.0,1.0,2.0,411.0,1.0,0
0.0,17.92,10.21,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,51.0,0
1.0,19.67,10.0,1.0,4.0,8.0,0.835,1.0,0.0,0.0,1.0,2.0,140.0,1.0,0
1.0,35.75,2.415,2.0,9.0,4.0,0.125,0.0,1.0,2.0,0.0,2.0,220.0,2.0,0
0.0,37.33,2.5,2.0,3.0,8.0,0.21,0.0,0.0,0.0,0.0,2.0,260.0,247.0,0
1.0,16.0,3.125,2.0,9.0,4.0,0.085,0.0,1.0,1.0,0.0,2.0,0.0,7.0,0
1.0,37.5,1.75,1.0,8.0,5.0,0.25,1.0,0.0,0.0,1.0,2.0,164.0,401.0,0
0.0,29.5,2.0,1.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,256.0,18.0,0
0.0,38.92,1.665,2.0,6.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,391.0,0
1.0,20.08,0.25,2.0,11.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,200.0,1.0,0
1.0,20.42,1.085,2.0,11.0,4.0,1.5,0.0,0.0,0.0,0.0,2.0,108.0,8.0,0
0.0,45.33,1.0,2.0,11.0,4.0,0.125,0.0,0.0,0.0,1.0,2.0,263.0,1.0,0
0.0,18.58,10.0,2.0,2.0,4.0,0.415,0.0,0.0,0.0,0.0,2.0,80.0,43.0,0
1.0,36.67,2.0,2.0,3.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,221.0,1.0,0
1.0,17.25,3.0,2.0,4.0,4.0,0.04,0.0,0.0,0.0,1.0,2.0,160.0,41.0,0
1.0,22.75,11.5,2.0,3.0,4.0,0.415,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0
1.0,41.17,1.335,2.0,2.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,168.0,1.0,0
1.0,20.0,0.0,2.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,144.0,1.0,0
1.0,18.83,0.415,1.0,8.0,4.0,0.165,0.0,1.0,1.0,0.0,2.0,200.0,2.0,0
1.0,21.42,0.75,1.0,12.0,7.0,0.75,0.0,0.0,0.0,1.0,2.0,132.0,3.0,0
1.0,16.92,0.335,1.0,4.0,4.0,0.29,0.0,0.0,0.0,0.0,1.0,200.0,1.0,0
1.0,22.17,2.25,2.0,3.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,160.0,11.0,0
1.0,42.83,1.25,2.0,7.0,4.0,13.875,0.0,1.0,1.0,1.0,2.0,352.0,113.0,0
1.0,25.58,0.335,2.0,4.0,8.0,3.5,0.0,0.0,0.0,1.0,2.0,340.0,1.0,0
0.0,16.92,0.5,2.0,3.0,4.0,0.165,0.0,1.0,6.0,1.0,2.0,240.0,36.0,0
0.0,40.83,3.5,2.0,3.0,5.0,0.5,0.0,0.0,0.0,0.0,1.0,1160.0,1.0,0
1.0,19.0,1.75,1.0,8.0,4.0,2.335,0.0,0.0,0.0,1.0,2.0,112.0,7.0,0
0.0,24.58,0.67,2.0,6.0,8.0,1.75,1.0,0.0,0.0,0.0,2.0,400.0,1.0,0
